referenceID,siteID,experiment,experiment_type,experiment_description,replicates,taxa,biome,habitat,abundance
Elek2001,263,2,silvicultural_treatment,,1,carabid,1,evergreen_forest,1
Elek2001,264,2,silvicultural_treatment,,1,carabid,1,evergreen_forest,1
Elek2001,265,2,silvicultural_treatment,,1,carabid,1,evergreen_forest,1
Elek2001,266,2,silvicultural_treatment,,1,carabid,1,evergreen_forest,1
Lemieux2004,267,1,silvicultural_treatment,,3,carabid,1,evergreen_forest,1
Lemieux2004,268,1,silvicultural_treatment,,3,carabid,1,evergreen_forest,1
Lemieux2004,269,1,silvicultural_treatment,,3,carabid,1,evergreen_forest,1
Lemieux2004,270,1,silvicultural_treatment,,3,carabid,1,evergreen_forest,1
Lemieux2004,271,0,silvicultural_treatment,,3,carabid,1,evergreen_forest,1
Phillips2006,272,0,silvicultural_treatment,,3,carabid,1,evergreen_forest,1
Phillips2006,273,2,silvicultural_treatment,,3,carabid,1,evergreen_forest,1
Phillips2006,274,2,silvicultural_treatment,,3,carabid,1,evergreen_forest,1
Skalski2010,275,2,pollution,,1,carabid,1,evergreen_forest,1
Skalski2010,276,2,pollution,,1,carabid,1,evergreen_forest,1
Skalski2010,277,2,pollution,,1,carabid,1,evergreen_forest,1
Skalski2010,278,2,pollution,,1,carabid,1,evergreen_forest,1
Skalski2010,279,0,pollution,,1,carabid,1,evergreen_forest,1
Magura2005,284,0,habitat_structure,,3,carabid,1,evergreen_forest,1
Magura2005,285,1,habitat_structure,,3,carabid,1,evergreen_forest,1
Magura2005,286,0,habitat_structure,,3,carabid,1,evergreen_forest,1
Magura2005,287,1,habitat_structure,,3,carabid,1,evergreen_forest,1
Yu2006,292,2,silvicultural_treatment,,4,carabid,1,deciduous_forest,1
Yu2006,293,2,silvicultural_treatment,,4,carabid,1,deciduous_forest,1
Yu2006,294,2,silvicultural_treatment,,4,carabid,1,deciduous_forest,1
Yu2006,295,0,silvicultural_treatment,,5,carabid,1,deciduous_forest,1
Nadeau2006,314,0,fire,,3,orthoptera ,1,grassland,1
Nadeau2006,315,1,fire,,3,orthoptera ,1,grassland,1
Nadeau2006,316,0,fire,,3,orthoptera ,1,grassland,1
Nadeau2006,317,1,fire,,3,orthoptera ,1,grassland,1
Wilgers2006,363,2,fire,,2,herpetofauna,1,grassland,1
Wilgers2006,364,2,fire,,2,herpetofauna,1,grassland,1
Wilgers2006,365,2,fire,,2,herpetofauna,1,grassland,1
Guerrero2010,410,2,restoration_managment,,20,lizard,1,tropical_forest,1
Guerrero2010,411,2,restoration_managment,,18,lizard,1,tropical_forest,1
Guerrero2010,412,2,restoration_managment,,9,lizard,1,tropical_forest,1
Smith2009,413,2,fire,,6,herpetofauna,1,mixed forest,1
Smith2009,414,2,fire,,6,herpetofauna,1,mixed forest,1
Smith2009,415,2,fire,,6,herpetofauna,1,mixed forest,1
Smith2009,416,2,fire,,4,herpetofauna,1,mixed forest,1
McLeod1998,421,0,silvicultural_treatment,,1,herpetofauna,1,deciduous_forest,1
McLeod1998,422,2,silvicultural_treatment,,1,herpetofauna,1,deciduous_forest,1
McLeod1998,423,0,burning_and_logging,,1,herpetofauna,1,evergreen_forest,1
McLeod1998,424,2,burning_and_logging,,1,herpetofauna,1,evergreen_forest,1
McLeod1998,425,0,silvicultural_treatment,,1,mammal,1,deciduous_forest,1
McLeod1998,426,2,silvicultural_treatment,,1,mammal,1,deciduous_forest,1
McLeod1998,427,0,burning_and_logging,,1,mammal,1,evergreen_forest,1
McLeod1998,428,2,burning_and_logging,,1,mammal,1,evergreen_forest,1
Langford2007,429,2,fire,,3,herpetofauna,1,evergreen_forest,1
Langford2007,430,0,fire,,3,herpetofauna,1,evergreen_forest,1
Cano2009,441,0,burning_and_grazing,,1,herpetofauna,1,grassland,1
Cano2009,442,2,burning_and_grazing,,1,herpetofauna,1,grassland,1
Cano2009,443,2,burning_and_grazing,,1,herpetofauna,1,grassland,1
Cano2009,444,2,burning_and_grazing,,1,herpetofauna,1,grassland,1
Enge1986,445,1,logging,,1,herpetofauna,1,evergreen_forest,1
Enge1986,446,1,logging,,1,herpetofauna,1,evergreen_forest,1
Enge1986,447,0,logging,,1,herpetofauna,1,evergreen_forest,1
Jones2000,448,2,burning_and_herbicide,,3,herpetofauna,1,deciduous_forest,1
Jones2000,449,2,burning_and_herbicide,,3,herpetofauna,1,deciduous_forest,1
Jones2000,450,0,burning_and_herbicide,,3,herpetofauna,1,deciduous_forest,1
Matthews2010,455,2,silvicultural_treatment,,3,herpetofauna,1,mixed forest,1
Matthews2010,456,0,silvicultural_treatment,,3,herpetofauna,1,mixed forest,1
Matthews2010,457,2,silvicultural_treatment,,3,herpetofauna,1,mixed forest,1
Matthews2010,458,2,silvicultural_treatment,,3,herpetofauna,1,mixed forest,1
Matthews2010,459,2,silvicultural_treatment,,3,herpetofauna,1,mixed forest,1
Matthews2010,460,0,silvicultural_treatment,,3,herpetofauna,1,mixed forest,1
Matthews2010,461,2,silvicultural_treatment,,3,herpetofauna,1,mixed forest,1
Matthews2010,462,2,silvicultural_treatment,,3,herpetofauna,1,mixed forest,1
Schlesinger1997,463,2,fire,,1,reptile,1,deciduous_forest,1
Schlesinger1997,464,2,fire,,1,reptile,1,deciduous_forest,1
Schlesinger1997,465,2,fire,,1,reptile,1,deciduous_forest,1
Schlesinger1997,466,2,fire,,1,reptile,1,deciduous_forest,1
Schlesinger1997,467,0,fire,,1,reptile,1,deciduous_forest,1
Schlesinger1997,468,2,fire,,1,reptile,1,deciduous_forest,1
Schlesinger1997,469,2,fire,,1,reptile,1,deciduous_forest,1
Schlesinger1997,470,2,fire,,1,reptile,1,deciduous_forest,1
Schlesinger1997,471,0,fire,,1,beetle,1,deciduous_forest,1
Schlesinger1997,472,2,fire,,1,beetle,1,deciduous_forest,1
Schlesinger1997,473,2,fire,,1,beetle,1,deciduous_forest,1
Schlesinger1997,474,2,fire,,1,beetle,1,deciduous_forest,1
Styring2011,489,2,silvicultural_treatment,,5,bird,1,tropical_forest,1
Styring2011,490,2,silvicultural_treatment,,6,bird,1,tropical_forest,1
Styring2011,491,2,silvicultural_treatment,,6,bird,1,tropical_forest,1
Styring2011,492,0,silvicultural_treatment,,6,bird,1,tropical_forest,1
Styring2011,493,2,silvicultural_treatment,,5,bird,1,tropical_forest,1
Styring2011,494,2,silvicultural_treatment,,5,bird,1,tropical_forest,1
Styring2011,495,2,silvicultural_treatment,,6,bird,1,tropical_forest,1
Styring2011,496,0,silvicultural_treatment,,12,bird,1,tropical_forest,1
Wu2008,499,0,habitat_fragmentation,,1,bird,1,tropical_forest,1
Wu2008,500,2,habitat_fragmentation,,1,bird,1,tropical_forest,1
Wu2008,501,2,habitat_fragmentation,,1,bird,1,tropical_forest,1
Kutiel2000,510,0,habitat_structure,,3,mammal,1,desert_scrub,1
Kutiel2000,511,1,habitat_structure,,3,mammal,1,desert_scrub,1
Medin1989,512,0,grazing,,1,mammal,1,riparian,1
Medin1989,513,1,grazing,,1,mammal,1,riparian,1
Decher1997,535,0,protection,,NULL,mammal,1,deciduous_forest,1
Decher1997,536,2,protection,,NULL,mammal,1,deciduous_forest,1
Decher1997,537,0,protection,,2,mammal,1,deciduous_forest,1
Decher1997,538,2,protection,,3,mammal,1,deciduous_forest,1
